filename	mark	label	off0	off1	span	code	semantic_rel	omim_code	mesh_code	icd10_code	hpo_code
es-S0211-69952015000100013-1	T6	ENFERMEDAD	193	207	HTA secundaria	31992008	EXACT	None	None	I15.9	None
es-S0211-69952015000100013-1	T7	ENFERMEDAD	925	938	hipopotasemia	43339004	EXACT	MTHU037106	D011191	E87.6	HP:0002900
es-S0211-69952015000100013-1	T8	ENFERMEDAD	1726	1737	hipokalemia	43339004	EXACT	MTHU037106	D011191	E87.6	HP:0002900
es-S0211-69952015000100013-1	T9	ENFERMEDAD	1340	1355	aborto retenido	371374003	EXACT	None	None	None	None
es-S0211-69952015000100013-1	T10	ENFERMEDAD	3641	3675	tumor de células yuxtaglomerulares	307618001	EXACT	None	None	None	None
es-S0211-69952015000100013-1	T11	ENFERMEDAD	1143	1157	angiomiolipoma	19929002	EXACT	None	D018207	None	None
es-S0211-69952015000100013-1	T12	ENFERMEDAD	3677	3680	TCY	307618001	EXACT	None	None	None	None
es-S0211-69952015000100013-1	T13	ENFERMEDAD	2672	2686	lesión tumoral	55342001	EXACT	None	None	None	None
es-S0211-69952015000100013-1	T14	ENFERMEDAD	2554	2559	tumor	55342001	EXACT	None	None	None	None
es-S2254-28842014000300010-1	T1	ENFERMEDAD	37	58	hipertensión arterial	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S2254-28842014000300010-1	T2	ENFERMEDAD	61	71	dislipemia	370992007	EXACT	MTHU033657	D050171	None	HP:0003119
es-S2254-28842014000300010-1	T3	ENFERMEDAD	86	107	cardiopatía isquémica	194828000	EXACT	MTHU008097	D000787	I20.9	HP:0001681
es-S2254-28842014000300010-1	T4	ENFERMEDAD	110	145	infarto agudo de miocardio inferior	73795002	EXACT	None	D056989	None	None
es-S2254-28842014000300010-1	T5	ENFERMEDAD	155	178	arteriopatía periférica	399957001	EXACT	None	None	None	HP:0005315
es-S2254-28842014000300010-1	T6	ENFERMEDAD	249	320	isquemia aguda de extremidad inferior izquierda por oclusión de by-pass	306847001+233961000	COMPOSITE	None	None	None	None
es-S2254-28842014000300010-1	T7	ENFERMEDAD	1902	1927	espondilodiscitis D10-D11	203241002	NARROW	None	None	M46.2	None
es-S2254-28842014000300010-1	T8	ENFERMEDAD	1942	1963	absceso paravertebral	405562002	NARROW	None	None	None	None
es-S2254-28842014000300010-1	T9	ENFERMEDAD	447	474	Insuficiencia renal crónica	90688005	EXACT	MTHU036383	D007676	N18.9	None
es-S2254-28842014000300010-1	T10	ENFERMEDAD	501	520	nefroangiosclerosis	473392002	EXACT	None	None	None	None
es-S0376-78922009000200008-2	T1	ENFERMEDAD	62	80	extrofia de cloaca	20815007	EXACT	MTHU010489	None	None	HP:0010475
es-S0376-78922009000200008-2	T2	ENFERMEDAD	206	249	fístulas y cicatrices en la pared abdominal	197263009+300398009	COMPOSITE	None	None	None	None
es-S0376-78922009000200008-2	T3	ENFERMEDAD	1095	1112	defecto abdominal	363024001	NARROW	None	None	None	None
es-S0210-48062005001000013-1	T1	ENFERMEDAD	31	42	hepatitis B	66071002	EXACT	None	D006509	None	None
es-S0210-48062005001000013-1	T2	ENFERMEDAD	1890	1912	fibroadenoma del uraco	126893006	NARROW	None	None	None	None
es-S0210-48062005001000013-1	T3	ENFERMEDAD	2067	2097	tumor morfológicamente benigno	55342001	NARROW	None	None	None	None
es-S0210-48062005001000013-1	T4	ENFERMEDAD	2628	2651	tumor epitelial maligno	68453008	EXACT	None	D002277	None	HP:0030731
es-S0210-48062005001000013-1	T5	ENFERMEDAD	3264	3269	tumor	55342001	EXACT	None	None	None	None
es-S0210-48062005001000013-1	T6	ENFERMEDAD	3852	3875	tumor fibroso solitario	128736003	EXACT	None	D054364	None	None
es-S0210-48062005001000013-1	T7	ENFERMEDAD	281	296	visceromegalias	28543008	EXACT	MTHU032587	None	None	HP:0003271
es-S0210-48062005001000013-1	T8	ENFERMEDAD	2202	2207	tumor	55342001	EXACT	None	None	None	None
es-S0212-71992003000500006-1	T1	ENFERMEDAD	1502	1513	adenopatías	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S0212-71992003000500006-1	T2	ENFERMEDAD	516	561	adenopatías en ambas cadenas laterocervicales	127087005	NARROW	None	None	None	None
es-S0212-71992003000500006-1	T3	ENFERMEDAD	915	937	hipergammaglobulinemia	127388009	EXACT	MTHU032383	D006942	None	HP:0010702
es-S0212-71992003000500006-1	T4	ENFERMEDAD	661	672	adenopatías	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S0212-71992003000500006-1	T5	ENFERMEDAD	719	724	bocio	3716002	EXACT	MTHU053121	D006042	None	HP:0000853
es-S0212-71992003000500006-1	T6	ENFERMEDAD	1739	1793	Linfadenitis necrotizante histiocitaria no linfocítica	127217009	EXACT	None	D020042	None	None
es-S0212-71992003000500006-1	T7	ENFERMEDAD	2119	2184	tiroiditis subaguda linfocitaria asociada a enfermedad de Kikuchi	127217009+38727009	COMPOSITE	None	D020042+D013968	E06.1	None
es-S0212-71992003000500006-1	T8	ENFERMEDAD	2163	2184	enfermedad de Kikuchi	127217009	EXACT	None	D020042	None	None
es-S0212-71992003000500006-1	T9	ENFERMEDAD	1796	1826	Enfermedad de Kikuchi-Fujimoto	127217009	EXACT	None	D020042	None	None
es-S0212-71992003000500006-1	T10	ENFERMEDAD	1105	1109	lúes	76272004	EXACT	None	D013587	A53.9	None
es-S0212-71992003000500006-1	T11	ENFERMEDAD	325	365	ganglios en ambas zonas laterocervicales	127087005	NARROW	None	None	None	None
es-S0365-66912007000900014-1	T1	ENFERMEDAD	2144	2191	infección reciente por el virus varicela zoster	309465005	EXACT	MTHU022781	D000073618	None	None
es-S0365-66912007000900014-1	T2	ENFERMEDAD	51	59	varicela	38907003	EXACT	None	D002644	B01	None
es-S0365-66912007000900014-1	T3	ENFERMEDAD	635	643	vitritis	95802009	EXACT	MTHU053351	None	None	HP:0011531
es-S0365-66912007000900014-1	T4	ENFERMEDAD	1334	1343	retinitis	399463004	EXACT	MTHU047424	D012173	None	HP:0032118
es-S0365-66912007000900014-1	T5	ENFERMEDAD	662	671	retinitis	399463004	EXACT	MTHU047424	D012173	None	HP:0032118
es-S0365-66912007000900014-1	T6	ENFERMEDAD	2001	2041	cicatrización de las lesiones retinianas	66485003	EXACT	MTHU059302	None	None	None
es-S0365-66912007000900014-1	T7	ENFERMEDAD	871	945	retinitis necrotizante en el área temporal asociado a vasculitis retiniana	399463004+77628002	COMPOSITE	MTHU047424+MTHU053350	D012173+D031300	None	HP:0032118+HP:0025188
es-S0365-66912007000900014-1	T8	ENFERMEDAD	1479	1487	vitritis	95802009	EXACT	MTHU053351	None	None	HP:0011531
es-S0365-66912007000900014-1	T9	ENFERMEDAD	925	945	vasculitis retiniana	77628002	EXACT	MTHU053350	D031300	None	HP:0025188
es-S0365-66912007000900014-1	T10	ENFERMEDAD	1515	1524	retinitis	399463004	EXACT	MTHU047424	D012173	None	HP:0032118
es-S0365-66912007000900014-1	T11	ENFERMEDAD	1225	1243	necrosis retiniana	29555009	NARROW	MTHU013555	D012164	H35.9	HP:0000488
es-S1137-66272014000100021-1	T1	ENFERMEDAD	2555	2571	hábito tabáquico	89765005	EXACT	None	D014029	F17.2	None
es-S1137-66272014000100021-1	T2	ENFERMEDAD	1011	1022	adenopatías	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S1137-66272014000100021-1	T3	ENFERMEDAD	1026	1037	acropaquias	46922002	EXACT	None	None	None	None
es-S1137-66272014000100021-1	T4	ENFERMEDAD	2448	2475	histiocitosis de Langerhans	234439008	EXACT	None	None	None	None
es-S1137-66272014000100021-1	T5	ENFERMEDAD	161	178	alérgico al polen	300910009	EXACT	MTHU037792	D006255	J30.1	HP:0003193
es-S1137-66272014000100021-1	T6	ENFERMEDAD	1539	1567	lesiones cavitadas-quísticas	441457006	EXACT	None	D003560	None	None
es-S1137-66272014000100021-1	T7	ENFERMEDAD	878	890	tuberculosos	56717001	EXACT	None	D014376	A15-A19.9	None
es-S1137-66272014000100021-1	T8	ENFERMEDAD	132	155	alergias medicamentosas	416098002	EXACT	None	D004342	None	HP:0410323
es-S1130-05582007000600006-1	T1	ENFERMEDAD	2656	2691	hiperplasia angiofolicular linfoide	207036003	EXACT	None	D005871	None	None
es-S1130-05582007000600006-1	T2	ENFERMEDAD	2694	2744	Enfermedad de Castleman, variante hialino-vascular	127213008	EXACT	None	None	None	None
es-S1130-05582007000600006-1	T3	ENFERMEDAD	1082	1092	adenopatía	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S1130-05582007000600006-1	T4	ENFERMEDAD	1220	1246	proceso linfoproliferativo	277466009	EXACT	MTHU069560	D008232	None	HP:0005523
es-S1130-05582007000600006-1	T5	ENFERMEDAD	1248	1263	tumor neurógeno	55342001	NARROW	None	None	None	None
es-S1130-05582007000600006-1	T6	ENFERMEDAD	1266	1283	tumor mesenquimal	55342001	NARROW	None	None	None	None
es-S1134-80462016000600005-3	T1	ENFERMEDAD	23	51	neuralgia del nervio pudendo	427972000	EXACT	None	D060545	None	None
es-S1134-80462016000600005-3	T2	ENFERMEDAD	69	136	lesión directa posterior a una resección trans-ureteral de próstata	12456005	NARROW	None	D007049	None	None
es-S1134-80462016000600005-3	T3	ENFERMEDAD	740	749	depresión	394924000	EXACT	MTHU044148	D003863	None	None
es-S1134-80462016000600005-3	T4	ENFERMEDAD	752	765	ansiedad leve	70997004	EXACT	None	None	None	None
es-S1134-80462016000600005-3	T5	ENFERMEDAD	984	998	fístula de LCR	230744007	EXACT	None	D065634	G96.0	None
es-S1134-80462016000600005-3	T6	ENFERMEDAD	1285	1298	ansiedad leve	70997004	EXACT	None	None	None	None
es-S1134-80462016000600005-3	T7	ENFERMEDAD	1312	1321	depresión	394924000	EXACT	MTHU044148	D003863	None	None
es-S1134-80462016000600005-3	T8	ENFERMEDAD	699	708	depresión	394924000	EXACT	MTHU044148	D003863	None	None
es-S1134-80462016000600005-3	T9	ENFERMEDAD	1237	1246	depresión	394924000	EXACT	MTHU044148	D003863	None	None
es-S1134-80462016000600005-3	T10	ENFERMEDAD	23	136	neuralgia del nervio pudendo secundaria a una lesión directa posterior a una resección trans-ureteral de próstata	427972000+213267001	COMPOSITE	None	D060545	None	None
es-S1134-80462016000600005-3	T11	ENFERMEDAD	154	234	dolor de características neuropáticas (quemazón, parestesias) en genital externo	247398009+77142006	COMPOSITE	MTHU035426	None	None	None
es-S0210-48062003000900013-1	T1	ENFERMEDAD	984	1002	retención de orina	267064002	EXACT	MTHU006664	D016055	R33	HP:0000016
es-S0210-48062003000900013-1	T2	ENFERMEDAD	125	148	infección urinaria baja	68566005	NARROW	MTHU007522	D014552	N39.0	None
es-S0210-48062003000900013-1	T3	ENFERMEDAD	151	167	cólico nefrítico	7093002	EXACT	MTHU069551	D056844	N23	None
es-S0210-48062003000900013-1	T4	ENFERMEDAD	2362	2376	adenocarcinoma	443961001	EXACT	MTHU014125	D000230	None	None
es-S0210-48062003000900013-1	T5	ENFERMEDAD	26	33	fumador	77176002	EXACT	None	D000074285	None	None
es-S0210-48062003000900013-1	T6	ENFERMEDAD	492	506	adenocarcinoma	443961001	EXACT	MTHU014125	D000230	None	None
es-S0210-48062003000900013-1	T7	ENFERMEDAD	585	599	patología ósea	76069003	EXACT	None	D001847	M89.9	None
es-S0210-48062003000900013-1	T8	ENFERMEDAD	1496	1570	uretra peneana repleta de formaciones mamelonadas de 0,5-1 cm, polipoideas	249300001	NARROW	None	None	None	None
es-S1132-62552015000100006-1	T1	ENFERMEDAD	3885	3893	enfisema	87433001	EXACT	MTHU036652	D011656	J43.9	HP:0002097
es-S1132-62552015000100006-1	T2	ENFERMEDAD	1266	1293	cuadro de carácter alérgico	781474001	EXACT	None	None	None	None
es-S1132-62552015000100006-1	T3	ENFERMEDAD	629	679	alergia a ácaros, gramíneas y epitelio de animales	232350006+418689008+300911008	COMPOSITE	None	None	None	HP:0410324
es-S1132-62552015000100006-1	T4	ENFERMEDAD	2852	2868	hábito tabáquico	89765005	EXACT	None	D014029	F17.2	None
es-S1132-62552015000100006-1	T5	ENFERMEDAD	4117	4155	Histiocitosis de células de Langerhans	65399007	EXACT	604856	D006646	None	None
es-S1132-62552015000100006-1	T6	ENFERMEDAD	681	689	Fumadora	77176002	EXACT	None	D000074285	None	None
es-S1132-62552015000100006-1	T7	ENFERMEDAD	2908	2923	Histiocitosis X	65399007	EXACT	604856	D006646	None	None
es-S1132-62552015000100006-1	T8	ENFERMEDAD	903	953	lesiones papulares, rosáceas en dedos de las manos	95324001	NARROW	MTHU062050	None	None	None
es-S1132-62552015000100006-1	T9	ENFERMEDAD	998	1014	Granuloma anular	65508009	EXACT	MTHU053072	D016460	L92.0	None
es-S1134-80462015000100006-1	T1	ENFERMEDAD	779	797	neuritis herpética	282741006	EXACT	None	None	None	None
es-S1134-80462015000100006-1	T2	ENFERMEDAD	1501	1536	efecto secundario a los analgésicos	292040004	EXACT	None	None	None	None
es-S1134-80462015000100006-1	T3	ENFERMEDAD	368	471	lesiones eritematosas, vesiculares con distribución dermatómica en la piel de la región lumbar y glúteo	53788007	NARROW	None	None	None	None
es-S1134-80462015000100006-1	T4	ENFERMEDAD	546	563	discopatía lumbar	443700006	EXACT	None	None	None	None
es-S1134-80462015000100006-1	T5	ENFERMEDAD	565	586	hipertensión arterial	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S1134-80462015000100006-1	T6	ENFERMEDAD	589	603	hipotiroidismo	40930008	EXACT	MTHU025716	D007037	E03.9	HP:0000821
es-S1134-80462015000100006-1	T7	ENFERMEDAD	1997	2017	edema pulmonar agudo	40541001	EXACT	None	None	None	None
es-S1134-80462015000100006-1	T8	ENFERMEDAD	2024	2043	insuficiencia renal	723188008	EXACT	MTHU000623	D051437	N19	HP:0000083
es-S1134-80462015000100006-1	T9	ENFERMEDAD	660	676	enfermedad renal	90708001	EXACT	MTHU017719	D009401	None	HP:0000112
es-S1134-80462015000100006-1	T10	ENFERMEDAD	2190	2209	acidosis metabólica	59455009	EXACT	MTHU036658	D000138	None	HP:0001942
es-S1134-80462015000100006-1	T11	ENFERMEDAD	2246	2271	insuficiencia renal aguda	723189000	EXACT	None	D058186	None	None
es-S1134-80462015000100006-1	T12	ENFERMEDAD	2246	2312	insuficiencia renal aguda secundaria a administración de aciclovir	236429004+372729009	COMPOSITE	None	D000212	None	None
es-S1134-80462015000100006-1	T13	ENFERMEDAD	1457	1466	disartria	8011004	EXACT	MTHU037262	D004401	None	HP:0001260
es-S1134-80462015000100006-1	T14	ENFERMEDAD	1435	1441	emesis	300359004	EXACT	MTHU000225	D014839	None	HP:0002013
es-S1134-80462009000800004-1	T1	ENFERMEDAD	2227	2253	dolor del miembro fantasma	5771000119106	EXACT	None	None	None	None
es-S1134-80462009000800004-1	T2	ENFERMEDAD	120	156	isquemia por arteriopatía periférica	233958001	EXACT	None	None	None	None
es-S1134-80462009000800004-1	T3	ENFERMEDAD	427	452	dolor en miembro fantasma	59603003	EXACT	None	None	None	None
es-S1134-80462009000800004-1	T4	ENFERMEDAD	2571	2580	deprimido	35489007	EXACT	None	D003866	None	HP:0000716
es-S1134-80462009000800004-1	T5	ENFERMEDAD	1545	1553	lesiones	157670007	EXACT	None	None	None	None
es-S1130-05582007000500003-1	T1	ENFERMEDAD	353	466	lesión osteolítica bien delimitada de unos 2,5 cm de diámetro localizada a nivel de la rama ascendente mandibular	94403001	NARROW	None	None	None	None
es-S1130-05582007000500003-1	T2	ENFERMEDAD	578	614	lesión metastásica de adenocarcinoma	4590003	EXACT	None	None	None	None
es-S1130-05582007000500003-1	T3	ENFERMEDAD	974	996	adenopatías regionales	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S1130-05582007000500003-1	T4	ENFERMEDAD	1182	1214	origen gástrico de la metástasis	94606003	EXACT	None	None	None	None
es-S1130-05582007000500003-1	T5	ENFERMEDAD	512	518	lesión	417163006	EXACT	None	None	None	None
es-S0378-48352005000700007-2	T1	ENFERMEDAD	74	90	Carcinoma pulmón	448993007	EXACT	None	None	None	None
es-S0378-48352005000700007-2	T2	ENFERMEDAD	1170	1190	estesioneuroblastoma	422886007	EXACT	None	D018304	None	HP:0030068
es-S0378-48352005000700007-2	T3	ENFERMEDAD	92	101	Sinusitis	36971009	EXACT	MTHU006260	D012852	None	HP:0000246
es-S0378-48352005000700007-2	T4	ENFERMEDAD	1774	1826	toxicidad máxima cutánea G1, mucosa G2 y orofaríngea	399119000	NARROW	None	None	None	None
es-S0378-48352005000700007-2	T5	ENFERMEDAD	523	543	estesioneuroblastoma	422886007	EXACT	None	D018304	None	HP:0030068
es-S0378-48352005000700007-2	T6	ENFERMEDAD	729	755	lesión ocupante de espacio	56002005	EXACT	None	None	None	None
es-S0378-48352005000700007-2	T7	ENFERMEDAD	600	615	masa polipoidea	441456002	EXACT	None	D011127	None	None
es-S0378-48352005000700007-2	T8	ENFERMEDAD	1237	1298	seno maxilar derecho un engrosamiento polipoideo de la mucosa	29074008	EXACT	None	None	None	None
S0004-06142007000300013-1	T1	ENFERMEDAD	867	889	adenopatias inguinales	127199000	EXACT	None	None	None	None
S0004-06142007000300013-1	T2	ENFERMEDAD	1125	1146	enfermedades venéreas	187367009	EXACT	None	None	None	None
S0004-06142007000300013-1	T3	ENFERMEDAD	1214	1232	abstinencia sexual	47037006	EXACT	None	None	None	None
S0004-06142007000300013-1	T4	ENFERMEDAD	438	444	lesión	417163006	EXACT	None	None	None	None
S0004-06142007000300013-1	T5	ENFERMEDAD	526	537	traumatismo	417746004	EXACT	None	D014947	T14.9	None
es-S0213-12852016000400002-1	T1	ENFERMEDAD	62	154	lesiones cutáneas descamativas en cuero cabelludo y exudativas en pliegues y región perianal	419735006	NARROW	None	None	None	None
es-S0213-12852016000400002-1	T2	ENFERMEDAD	218	221	HCL	65399007	EXACT	604856	D006646	None	None
es-S0213-12852016000400002-1	T3	ENFERMEDAD	368	407	gingivitis localizada a nivel del 83,84	714485009	NARROW	None	None	None	None
es-S0213-12852016000400002-1	T4	ENFERMEDAD	1426	1475	histiocitosis de células de Langerhans multifocal	128811003	EXACT	604856	D006646	None	None
es-S0004-06142009000900012-1	T1	ENFERMEDAD	279	300	Hipertensión arterial	38341003	EXACT	MTHU014957	D006973	I10-I15.9	HP:0000822
es-S0004-06142009000900012-1	T2	ENFERMEDAD	1578	1591	hiperglicemia	80394007	EXACT	MTHU002042	D006943	R73.9	HP:0003074
es-S0004-06142009000900012-1	T3	ENFERMEDAD	303	322	Diabetes Mellitus 2	44054006	EXACT	MTHU028982	D003924	E11	HP:0005978
es-S0004-06142009000900012-1	T4	ENFERMEDAD	1373	1402	infección del tracto urinario	68566005	EXACT	MTHU007522	D014552	N39.0	None
es-S0004-06142009000900012-1	T5	ENFERMEDAD	2606	2659	neoplasia maligna de origen mesenquimal y sarcomatosa	2424003	NARROW	MTHU017412	D012509	None	HP:0030448
es-S0004-06142009000900012-1	T6	ENFERMEDAD	357	371	cáncer de mama	254837009	EXACT	114480	D001943	C50.9	None
es-S0004-06142009000900012-1	T7	ENFERMEDAD	382	402	enfermedad coronaria	414545008	EXACT	MTHU038308	D017202	I20-I25.9	None
es-S0004-06142009000900012-1	T8	ENFERMEDAD	419	433	tumor cerebral	254935002	EXACT	MTHU017414	D001932	None	HP:0030692
es-S0004-06142009000900012-1	T9	ENFERMEDAD	1043	1065	adenopatías inguinales	127199000	EXACT	None	None	None	None
es-S0004-06142009000900012-1	T10	ENFERMEDAD	1762	1794	respuesta inflamatoria sistémica	238149007	EXACT	None	D018746	None	None
es-S0004-06142009000900012-1	T11	ENFERMEDAD	3678	3708	carcinoma papilar del tiroides	255029007	EXACT	188550	D000077273	None	HP:0002895
es-S0004-06142009000900012-1	T12	ENFERMEDAD	2821	2850	liposarcoma bien diferenciado	404067008	EXACT	None	None	None	None
es-S0004-06142009000900012-1	T13	ENFERMEDAD	2137	2163	adenopatías locoregionales	49991000119104	EXACT	None	None	None	None
es-S0004-06142009000900012-1	T14	ENFERMEDAD	3902	3918	recidiva tumoral	25173007	EXACT	None	None	None	None
es-S0004-06142009000900012-1	T15	ENFERMEDAD	3079	3092	condrosarcoma	443520009	EXACT	215300	D002813	None	HP:0006765
es-S0004-06142009000900012-1	T16	ENFERMEDAD	3140	3167	liposarcoma desdiferenciado	404072004	EXACT	None	D008080	None	None
es-S0004-06142009000900012-1	T17	ENFERMEDAD	3215	3258	liposarcoma bien diferenciado (lipoma-like)	404067008	EXACT	None	None	None	None
es-S0004-06142009000900012-1	T18	ENFERMEDAD	3299	3326	condrosarcoma de alto grado	443520009	NARROW	215300	D002813	None	HP:0006765
es-S0004-06142009000900012-1	T19	ENFERMEDAD	3362	3411	liposarcoma desdiferenciado de cordón espermático	404072004	NARROW	None	D008080	None	None
es-S0004-06142009000900012-1	T20	ENFERMEDAD	2573	2587	lesión tumoral	55342001	EXACT	None	None	None	None
es-S0004-06142009000900012-1	T21	ENFERMEDAD	3215	3244	liposarcoma bien diferenciado	404067008	EXACT	None	None	None	None
es-S1130-05582008000400008-3	T1	ENFERMEDAD	31	44	trauma facial	125593007	EXACT	None	D005151	None	None
es-S1130-05582008000400008-3	T2	ENFERMEDAD	393	422	quiste radicular inflamatorio	89988002	EXACT	MTHU007356	D011842	K04.8	HP:0000700
es-S1130-05582008000400008-3	T3	ENFERMEDAD	111	141	fractura del ángulo desplazada	721326008	NARROW	None	None	None	None
es-S1130-05582008000400008-3	T4	ENFERMEDAD	86	92	lesión	417163006	EXACT	None	None	None	None
es-S1130-05582008000400008-3	T5	ENFERMEDAD	173	179	lesión	417163006	EXACT	None	None	None	None
es-S1130-05582008000400008-3	T6	ENFERMEDAD	261	269	fractura	72704001	EXACT	MTHU070627	D050723	None	HP:0020110
es-S1139-76322011000200007-1	T1	ENFERMEDAD	2206	2242	reacción en el lugar de la inyección	1155807002	EXACT	None	None	None	None
es-S1139-76322011000200007-1	T2	ENFERMEDAD	1886	1910	Enfermedades Infecciosas	394807007	EXACT	None	D055552	None	None
es-S1130-01082008000200015-1	T1	ENFERMEDAD	164	186	fístula biliar externa	53206008	NARROW	None	D001658	K83.3	None
es-S1130-01082008000200015-1	T2	ENFERMEDAD	342	348	biloma	235932003	NARROW	None	None	None	None
es-S1130-01082008000200015-1	T3	ENFERMEDAD	487	501	fístula biliar	53206008	EXACT	None	D001658	K83.3	None
es-S1130-01082008000200015-1	T4	ENFERMEDAD	665	687	fístula biliar externa	53206008	NARROW	None	D001658	K83.3	None
es-S1130-01082008000200015-1	T5	ENFERMEDAD	1065	1087	fístula biliar externa	53206008	NARROW	None	D001658	K83.3	None
es-S1130-01082008000200015-1	T6	ENFERMEDAD	1555	1561	lesión	417163006	EXACT	None	None	None	None
es-S1130-01082008000200015-1	T7	ENFERMEDAD	1808	1814	lesión	417163006	EXACT	None	None	None	None
es-S1130-05582012000300006-1	T1	ENFERMEDAD	679	745	desdentamiento parcial por ausencia de canino y molares inferiores	444818007	NARROW	None	None	None	None
es-S1130-05582012000300006-1	T2	ENFERMEDAD	706	745	ausencia de canino y molares inferiores	109673006	NARROW	MTHU036250	None	None	None
es-S1130-05582012000300006-1	T3	ENFERMEDAD	530	541	adenopatías	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
es-S1130-05582012000300006-1	T4	ENFERMEDAD	2478	2483	tumor	55342001	EXACT	None	None	None	None
es-S1130-05582012000300006-1	T5	ENFERMEDAD	1027	1033	lesión	417163006	EXACT	None	None	None	None
es-S1130-05582012000300006-1	T6	ENFERMEDAD	1299	1305	lesión	417163006	EXACT	None	None	None	None
es-S1130-05582012000300006-1	T7	ENFERMEDAD	1743	1749	lesión	417163006	EXACT	None	None	None	None
es-S1130-05582012000300006-1	T8	ENFERMEDAD	1819	1825	lesión	417163006	EXACT	None	None	None	None
es-S0212-71992005001200008-1	T1	ENFERMEDAD	1112	1140	alergia a contrastes yodados	293637006	NARROW	None	None	None	None
es-S0212-71992005001200008-1	T2	ENFERMEDAD	161	179	adenoma prostático	21173002	EXACT	None	D011470	None	None
es-S0212-71992005001200008-1	T3	ENFERMEDAD	1817	1829	coledococele	397868007	EXACT	603003	D015529	Q44.4	HP:0100890
es-S1130-05582009000400005-1	T1	ENFERMEDAD	1515	1530	pericoronaritis	22240003	EXACT	None	D010497	None	None
es-S1130-05582009000400005-1	T2	ENFERMEDAD	1944	1959	pericoronaritis	22240003	EXACT	None	D010497	None	None
es-S1130-05582009000400005-1	T3	ENFERMEDAD	382	389	fumador	77176002	EXACT	None	D000074285	None	None
es-S1130-05582009000400005-1	T4	ENFERMEDAD	155	192	molar inferior izquierdo semiincluido	234947003	NARROW	None	D014076	None	None
es-S1130-05582009000400005-1	T5	ENFERMEDAD	1699	1738	complicación infecciosa de causa pulpar	5494004	NARROW	None	None	None	None
es-S1130-05582009000400005-1	T6	ENFERMEDAD	1575	1581	herida	416462003	EXACT	None	D014947	None	None
es-S1130-05582009000400005-1	T7	ENFERMEDAD	3347	3353	herida	416462003	EXACT	None	D014947	None	None
es-S1130-05582009000400005-1	T8	ENFERMEDAD	738	755	lesión del nervio	212349001	NARROW	None	None	None	None
es-S0365-66912011001000003-1	T1	ENFERMEDAD	63	77	visión borrosa	246636008	EXACT	MTHU000785	None	None	HP:0000622
es-S1134-80462006000600005-1	T1	ENFERMEDAD	1426	1429	LLA	277573001	EXACT	None	None	None	None
es-S1134-80462006000600005-1	T2	ENFERMEDAD	62	78	quiste tirogloso	39462005	EXACT	None	D013955	None	HP:0010518
es-S1134-80462006000600005-1	T3	ENFERMEDAD	105	113	obesidad	414916001	EXACT	601665	D009765	E66.9	HP:0001513
es-S1134-80462006000600005-1	T4	ENFERMEDAD	318	364	adenopatías laterocervicales y submandibulares	127084003+127086001	COMPOSITE	MTHU033335	None	None	HP:0025289
es-S1134-80462006000600005-1	T5	ENFERMEDAD	366	380	esplenomegalia	16294009	EXACT	MTHU001744	D013163	None	HP:0001744
es-S1134-80462006000600005-1	T6	ENFERMEDAD	391	404	hepatomegalia	80515008	EXACT	MTHU050941	D006529	None	HP:0002240
es-S1134-80462006000600005-1	T7	ENFERMEDAD	750	781	proceso neoplásico hematológico	129154003	EXACT	None	D019337	None	HP:0001909
es-S1134-80462006000600005-1	T8	ENFERMEDAD	1032	1075	leucemia linfoblástica aguda (LLA), tipo L2	91857003	NARROW	MTHU067958	None	C91.0	HP:0006721
es-S1134-80462006000600005-1	T9	ENFERMEDAD	1062	1065	LLA	277573001	EXACT	None	None	None	None
es-S1134-80462006000600005-1	T10	ENFERMEDAD	866	909	infiltración medular de elementos blásticos	129154003	NARROW	None	D019337	None	HP:0001909
S0004-06142005000700014-1	T1	ENFERMEDAD	486	496	brucelosis	75702008	EXACT	None	D002006	A23.9	None
S0004-06142005000700014-1	T2	ENFERMEDAD	638	655	orquiepididimitis	197983000	EXACT	None	None	N45	None
S0004-06142005000700014-1	T3	ENFERMEDAD	869	880	adenopatías	30746006	EXACT	MTHU002630	D000072281	None	HP:0002716
S0004-06142005000700014-1	T4	ENFERMEDAD	885	890	bocio	3716002	EXACT	MTHU053121	D006042	None	HP:0000853
S0004-06142005000700014-1	T5	ENFERMEDAD	1239	1246	varices	128060009	EXACT	MTHU037165	D014648	None	HP:0002619
S0004-06142005000700014-1	T6	ENFERMEDAD	2500	2513	microabscesos	128477000	EXACT	MTHU059473	D000038	None	HP:0025615
S0004-06142005000700014-1	T7	ENFERMEDAD	2537	2576	orquiepididimitis secundaria a Brucella	198002008+72829003	COMPOSITE	None	D017347	None	None
es-S1130-01082008000900016-1	T1	ENFERMEDAD	810	824	adenocarcinoma	443961001	EXACT	MTHU014125	D000230	None	None
